t,0,1,2,3
0.18,0.45751953125,0.25732421875,0.2548828125,0.0302734375
0.36,0.38525390625,0.17578125,0.14306640625,0.2958984375
0.54,0.34130859375,0.15625,0.16650390625,0.3359375
0.72,0.7099609375,0.11474609375,0.0947265625,0.08056640625
0.9,0.64990234375,0.146484375,0.154296875,0.04931640625
1.08,0.2412109375,0.2890625,0.30322265625,0.16650390625
1.26,0.3427734375,0.13916015625,0.1025390625,0.41552734375
1.44,0.43212890625,0.1845703125,0.16162109375,0.2216796875
1.6199999999999999,0.69189453125,0.1083984375,0.09228515625,0.107421875
1.8,0.29736328125,0.31494140625,0.27490234375,0.11279296875
